,chart,title,rank,album,artist,genre,publisher,agency,date
96,20190401,습관 (Bad Habits),97,안녕,숀 (SHAUN),일렉트로니카 / 가요,워너뮤직,디씨톰엔터테인먼트,2019.01.01
97,20190401,Dance The Night Away,98,Summer Nights,TWICE (트와이스),댄스 / 가요,Dreamus,(주)JYP엔터테인먼트,2018.07.09
98,20190401,YOUTH,99,Blue Neighbourhood (Deluxe Edition),Troye Sivan,팝 / POP,Universal Music,Universal Music Australia Pty Ltd.,2016.01.23
99,20190401,그러니까 (Feat. Colde),100,She's Fine,헤이즈 (Heize),R&B/소울 / 가요,지니뮤직,"Stone Music Entertainment, 스튜디오 블루",2019.03.19
100,20190401,HandClap,101,Fitz and The Tantrums (Deluxe Edition),Fitz & The Tantrums,팝 / POP,워너뮤직,Elektra (NEK),2017.07.24
101,20190401,"미운 날 (The day, I hate myself)",102,29,닐로 (Nilo),발라드 / 가요,Universal Music,리메즈,2019.02.25
102,20190401,Intro : Persona,103,MAP OF THE SOUL : PERSONA,방탄소년단,랩/힙합 / 가요,YG PLUS,BIGHIT MUSIC,2019.04.12
103,20190401,You,104,투유 프로젝트 - 슈가맨 2 Part.2,Various Artists,발라드 / 가요,해피로봇 레코드,JTBC,2018.01.22
104,20190401,Something Just Like This,105,Memories...Do Not Open,The Chainsmokers,팝 / POP,Sony Music,"Disruptor Records, Columbia Records",2017.04.07
105,20190401,Roller Coaster,106,Offset,청하,댄스 / 가요,"지니뮤직, Stone Music Entertainment",MNH Entertainment,2018.01.17
106,20190401,Havana (Feat. Young Thug),107,Camila,Camila Cabello,팝 / POP,Sony Music,"Syco Music, Epic",2018.01.12
107,20190401,첫눈에,108,첫눈에,헤이즈 (Heize),R&B/소울 / 가요,지니뮤직,"스톤뮤직 엔터테인먼트, Studio blu",2018.12.14
108,20190401,오랜만이야 (Feat. Zion.T),109,HELLO,로꼬,랩/힙합 / 가요,카카오엔터테인먼트,AOMG,2019.02.07
109,20190401,주지마,110,건반 위의 하이에나 Part.4,로꼬 & 화사 (Hwa Sa) & JAY B & 김종서 & 김태원,발라드 / 가요,"지니뮤직, Stone Music Entertainment",KBS (한국방송공사),2018.04.21
110,20190401,Love Shot,111,LOVE SHOT - The 5th Album Repackage,EXO,댄스 / 가요,Dreamus,SM ENTERTAINMENT,2018.12.13
111,20190401,Faded,112,Faded,Alan Walker,일렉트로니카 / POP,Sony Music,MER Recordings,2015.12.04
112,20190401,가을 안부,113,가을 안부,먼데이 키즈 (Monday Kiz),발라드 / 가요,카카오엔터테인먼트,먼데이키즈 컴퍼니,2017.10.14
113,20190401,첫눈처럼 너에게 가겠다,114,도깨비 OST Part 9 (tvN 금토드라마),에일리 (AILEE),드라마 / OST,"지니뮤직, Stone Music Entertainment","Stone Music Entertainment, 화앤담픽쳐스",2017.01.07
114,20190401,사랑을 했다 (LOVE SCENARIO),115,Return,iKON,랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2018.01.25
115,20190401,Attention,116,Voicenotes,Charlie Puth,팝 / POP,워너뮤직,Artist Partners,2018.05.11
116,20190401,FRIENDS,117,Speak Your Mind (Deluxe),Anne-Marie,팝 / POP,워너뮤직,Atlantic Records UK,2018.08.03
117,20190401,꽃 (Flower),118,"사월, 그리고 꽃 - The 1st Mini Album",첸 (CHEN),발라드 / 가요,Dreamus,SM ENTERTAINMENT,2019.04.01
118,20190401,Chandelier,119,1000 Forms Of Fear,Sia,팝 / POP,Sony Music,"Monkey Puzzle Records, RCA Records",2014.07.07
119,20190401,My Way,120,돈꽃 OST PART.1 (MBC 주말드라마),이수 (엠씨더맥스),드라마 / OST,NHN벅스,"윈드밀이엔티, 뮤직버디",2017.11.11
120,20190401,Closer (Feat. Halsey),121,Collage (EP),The Chainsmokers,팝 / POP,Sony Music,"Disruptor Records, Columbia Records",2016.11.04
121,20190401,누아르 (Noir),122,누아르 (Noir),선미,댄스 / 가요,카카오엔터테인먼트,(주)메이크어스엔터테인먼트,2019.03.04
122,20190401,이 별,123,Star,길구봉구,발라드 / 가요,지니뮤직,(주)뮤직웍스,2017.09.18
123,20190401,새벽에,124,sleepless in __________,에픽하이 (EPIK HIGH),랩/힙합 / 가요,카카오엔터테인먼트,OURS Co.,2019.03.11
124,20190401,라비앙로즈 (La Vie en Rose),125,COLOR*IZ,IZ*ONE (아이즈원),댄스 / 가요,"지니뮤직, Stone Music Entertainment","Stone Music Entertainment, OFF THE RECORD Entertainment",2018.10.29
125,20190401,아름답고도 아프구나,126,HOUR MOMENT,비투비,발라드 / 가요,카카오엔터테인먼트,큐브 엔터테인먼트,2018.11.12
126,20190401,Believer,127,Believer,Imagine Dragons,락 / POP,Universal Music,"KIDinaKORNER, Interscope Records",2017.02.01
127,20190401,나의 사춘기에게,128,Red Diary Page.1,볼빨간사춘기,인디 / 가요,NHN벅스,쇼파르뮤직,2017.09.28
128,20190401,비도 오고 그래서 (Feat. 신용재),129,/// (너 먹구름 비),헤이즈 (Heize),랩/힙합 / 가요,지니뮤직,"Stone Music Entertainment, Studio blu",2017.06.26
129,20190401,헤어지는 중,130,헤어지는 중,펀치 (Punch),R&B/소울 / 가요,Dreamus,냠냠엔터테인먼트,2018.09.12
130,20190401,눈사람,131,그리고 봄,정승환,발라드 / 가요,카카오엔터테인먼트,안테나,2018.02.19
131,20190401,Comethru,132,"Summer,",Jeremy Zucker,팝 / POP,Universal Music,Republic Records,2018.09.28
132,20190401,FAKE LOVE,133,LOVE YOURSELF 轉 'Tear',방탄소년단,랩/힙합 / 가요,YG PLUS,BIGHIT MUSIC,2018.05.18
133,20190401,해야 (Sunrise),134,여자친구 The 2nd Album 'Time for us',여자친구 (GFRIEND),댄스 / 가요,카카오엔터테인먼트,쏘스뮤직,2019.01.14
134,20190401,폰서트,135,4.0,10CM,인디 / 가요,포크라노스,매직스트로베리사운드,2017.09.01
135,20190401,Forever Young,136,SQUARE UP,BLACKPINK,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2018.06.15
