,title,artist,album,genre,publisher,agency,pub_date,listeners,streams
379,더 만나봤자 뭐해,지아 (Zia),트리플 썸 2 OST Part.2 (웹드라마),드라마 / OST,카카오엔터테인먼트,㈜ 스튜디오 오드리,2019.08.20,169381,2499163
380,찬찬찬,편승엽,찬찬찬,트로트 / 가요,RIAK,,1992.01.01,46049,315764
381,그 사람... 욕하지 마요,천상지희 더 그레이스 (The Grace),"한번 더, OK?",댄스 / 가요,Dreamus,SM ENTERTAINMENT,2007.05.04,4977,36427
382,니가 필요해 (I Need You),베스티,Mini Album Digital Repackage,댄스 / 가요,카카오엔터테인먼트,YNB Entertainment (와이앤비엔터테인먼트),2014.08.29,160667,1038524
383,아이스크림,MC몽,MC몽 Repackage,랩/힙합 / 가요,,,2006.12.13,339081,2799711
384,Stand By Me,Various Artists,꽃보다 남자 OST,드라마 / OST,미러볼뮤직,다해이엔티,2009.01.08,481041,4786293
385,각 (Angle),황치열,Be Ordinary,발라드 / 가요,NHN벅스,하우엔터테인먼트,2017.06.13,42716,359808
386,바보에게...바보가,박명수,바보에게...바보가,발라드 / 가요,퍼플파인 엔터테인먼트,㈜아쿠아그로,2008.04.04,461999,5329766
387,대박사건 (Crash),B.A.P,대박사건,댄스 / 가요,(주)래드컴,(주)RBW,2012.08.29,280108,2871517
388,Running,Luke McMaster,Time,중국음악 / POP,Universal Music,Deep Wave Records,2021.10.15,1,1
389,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,발라드 / 가요,카카오엔터테인먼트,㈜ 스튜디오 오드리,2019.09.08,2196904,58842314
390,Lay Back,케이윌 (K.Will),The 3rd Album Part.2 'Love Blossom (러브블러썸)',발라드 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2013.04.04,451701,5027422
391,언젠가 설명이 필요한 밤 (바니와 오빠들 X 승희 (오마이걸)),승희 (오마이걸),언젠가 설명이 필요한 밤 (바니와 오빠들 X 승희 (오마이걸)),발라드 / 가요,카카오엔터테인먼트,"TOON STUDIO, 느을",2020.12.09,75222,450563
392,그리워서 눈물나서,이수영,유령 OST Part.4 (SBS 월화드라마),드라마 / OST,카카오엔터테인먼트,(주)에이치비엔터테인먼트,2012.07.02,20753,103280
393,너나 잘해,에일리 (Ailee),VIVID,댄스 / 가요,카카오엔터테인먼트,YMC엔터테인먼트㈜,2015.09.30,757411,8307889
394,행복해,송하예,Happy,발라드 / 가요,카카오엔터테인먼트,더하기미디어,2020.10.17,487488,8365530
395,휘경동 부르스,Various Artists,트롯 전국체전 FINAL,트로트 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2021.02.21,8176,93044
396,노래,Zion.T,OO,R&B/소울 / 가요,YG PLUS,(주)YG엔터테인먼트,2017.02.01,1446731,20783435
397,노래 불러줘요 (Feat. 아이유),지오디 (god),Chapter 8,전체 / 가요,카카오엔터테인먼트,"sidus HQ, god",2014.07.08,538010,4646850
398,마카롱,걸스데이 (Girl's Day),Girl's Day Love Second Album,댄스 / 가요,㈜인터파크,㈜인터파크,2015.07.07,92445,366979
399,나쁜손 (Feat. 버벌진트) (Naughty Hands),씨스타 (Sistar),TOUCH N MOVE,댄스 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2014.07.21,565589,4765747
400,니가 뭔데 (Who You?),G-DRAGON,쿠데타 'COUP D'ETAT',랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2013.09.05,683205,9541047
401,So fresh(feat.김태우)(위대한 캣츠비 OST 삽입곡),MC몽,So fresh,랩/힙합 / 가요,Fantom Entertainment Group,Fantom Entertainment Group (팬텀),2007.06.27,450366,4544252
402,"날 봐, 귀순",대성,"날 봐, 귀순 (Digital Single)",트로트 / 가요,YG PLUS,(주)YG엔터테인먼트,2008.06.16,135036,845741
403,사랑할래,Various Artists,결혼 못하는 남자 OST,드라마 / OST,"지니뮤직, Stone Music Entertainment",사과나무픽쳐스,2009.06.26,2747,19364
404,욕심,멜로망스 (MeloMance),욕심,인디 / 가요,카카오엔터테인먼트,"민트페이퍼, 광합성",2018.04.26,1571237,24661272
405,갈 수가 없어,벤,이번 생은 처음이라 OST Part 8 (tvN 월화드라마),드라마 / OST,지니뮤직,Stone Music Entertainment,2017.11.21,1005617,14568098
406,안아줘요,10CM,안아줘요,인디 / 가요,해피로봇 레코드,해피로봇레코드,2011.08.16,611594,4890051
407,여기에 있자,Various Artists,bright #7,인디 / 가요,카카오엔터테인먼트,"민트페이퍼, 광합성",2018.09.09,103894,966478
408,갈 곳이 없어,거미 (Gummy),갈 곳이 없어,발라드 / 가요,카카오엔터테인먼트,씨제스 엔터테인먼트 (C-JeS Entertainment),2014.10.20,168966,1116950
409,For You,플라워 (Flower),Bandlife,락 / 가요,오감엔터테인먼트,엔터원,2001.06.01,88481,873000
410,넌 감동이야,비투비,Move,댄스 / 가요,카카오엔터테인먼트,큐브 엔터테인먼트,2014.09.29,135849,1518718
411,NAVY (첫 번째 '실종아동 찾기 캠페인'),방재민,실종아동 찾기 Part 1 'NAVY',R&B/소울 / 가요,Dreamus,"퍼스트유니온, 원소울이앤엠",2021.04.04,6441,15190
412,사랑했다 미워했다 (I Loved You),황치열,The Four Seasons,전체 / 가요,NHN벅스,하우엔터테인먼트,2019.01.21,42158,860186
413,홈런 (Feat. 옥주현),MC몽,His Story,랩/힙합 / 가요,지니뮤직,Stone Music Entertainment,2005.05.13,425294,3363318
414,넌 달라,다이아 (DIA),LOVE GENERATION,댄스 / 가요,㈜인터파크,MBK엔터테인먼트,2017.08.22,10971,105356
415,4월 이야기 (April Story),장나라,First Story,발라드 / 가요,(주)비씨에스뮤직,(주)내츄럴나인,2001.06.01,317448,1705021
416,오랜만이죠 (Feat. 신지수),라디 (Ra. D),오랜만이죠,R&B/소울 / 가요,카카오엔터테인먼트,카카오엔터테인먼트,2013.02.05,280103,3151924
417,우리의 사랑이 필요한거죠,변진섭,희망사항,전체 / 가요,RIAK,,1989.10.25,77961,482269
418,애련(哀戀),컨츄리 꼬꼬,Color Of Chameleon,댄스 / 가요,Dreamus,,1999.06.01,87565,693456
419,노래 불러줘요 (Feat. 아이유),지오디 (god),Chapter 8,전체 / 가요,카카오엔터테인먼트,"sidus HQ, god",2014.07.08,538010,4646853
420,If You,에일리 (Ailee),If You,발라드 / 가요,카카오엔터테인먼트,YMC엔터테인먼트㈜,2016.08.23,1216527,20012559
421,어린애 (Girls),NATURE (네이처),NATURE WORLD : CODE M,댄스 / 가요,"지니뮤직, Stone Music Entertainment",n.CH엔터테인먼트,2020.06.17,20247,169520
422,발작(發作),원티드 (Wanted),Like The First,R&B/소울 / 가요,주식회사 사운드리퍼블리카,생존기획,2004.06.04,369251,2266851
423,Something,강다니엘,편의점 샛별이 OST Part.1 (SBS 금토드라마),드라마 / OST,Dreamus,모스트콘텐츠,2020.06.19,134188,5280314
424,이름이 뭐예요?,4minute (포미닛),Name Is 4minute,댄스 / 가요,카카오엔터테인먼트,큐브 엔터테인먼트,2013.04.26,638981,5214870
425,슬픔을 참는 세가지 방법,혜령,To Expection First,R&B/소울 / 가요,RIAK,WEA Records Korea,2003.02.05,379605,2535203
426,Would You...,박지훈,O'CLOCK,발라드 / 가요,NHN벅스,마루기획㈜,2019.03.26,40262,4618503
427,Bungee,백현 (BAEKHYUN),Delight - The 2nd Mini Album,R&B/소울 / 가요,Dreamus,SM ENTERTAINMENT,2020.05.25,338042,6626557
428,세상... 단 한번의 사랑,Various Artists,사랑에 미치다 OST (SBS 특별기획 드라마),드라마 / OST,오감엔터테인먼트,럭키사운드,2007.02.26,44701,436257
429,죽을만큼 아파서 Part.2 (Feat. 스웨덴세탁소),MC몽,MISS ME OR DISS ME,랩/힙합 / 가요,카카오엔터테인먼트,(주)RBW,2014.11.03,617300,8607594
430,고래의 꿈 (Falling In Love Again) (Feat. 김영근 (Bobby's Father)),바비 킴 (Bobby Kim),Beats Within My Soul,랩/힙합 / 가요,지니뮤직,㈜오스카이엔티,2004.08.06,332072,2539429
431,새벽 가로수길 (With 송유빈),백지영,새벽 가로수길,발라드 / 가요,"지니뮤직, Stone Music Entertainment",(주)뮤직웍스,2015.03.24,1066466,16839656
432,미운오리새끼,지오디 (god),Chapter 8,전체 / 가요,카카오엔터테인먼트,"sidus HQ, god",2014.07.08,489037,3455778
433,엄마,라디 (Ra. D),Realcollabo,R&B/소울 / 가요,"지니뮤직, Stone Music Entertainment",리얼콜라보,2008.12.12,352807,3402586
434,그대가 나를 본다면,반하나,그대가 나를 본다면,발라드 / 가요,주식회사 루미넌트엔터테인먼트,Soundmedic,2014.05.09,366467,8062800
435,너를 공부해,소란 (SORAN),너를 공부해,인디 / 가요,해피로봇 레코드,해피로봇레코드,2017.01.13,423727,5007641
436,With Me,휘성 (Realslow),It's Real,R&B/소울 / 가요,YG PLUS,,2003.08.21,1054725,9916401
437,심쿵해 (Heart Attack),AOA,Heart Attack,댄스 / 가요,카카오엔터테인먼트,FNC엔터테인먼트,2015.06.22,1555180,32217910
438,Fiction,비스트 (Beast),Fiction and Fact,댄스 / 가요,카카오엔터테인먼트,큐브 엔터테인먼트,2011.05.17,836837,9154683
439,마네킹,이루 (Eru),Eru Returns,전체 / 가요,리얼네트웍스아시아퍼시픽(주),이루엔터테인먼트,2007.09.21,33929,512820
440,집에만 있었지 (바니와 오빠들 X 백아연),백아연,집에만 있었지 (바니와 오빠들 X 백아연),R&B/소울 / 가요,카카오엔터테인먼트,"TOON STUDIO, 느을",2021.02.27,40226,271976
441,독약 (毒藥) (Feat. 해리 Of 다비치),더 씨야 (THE SEE YA),LOVE U,발라드 / 가요,㈜인터파크,㈜인터파크,2012.12.06,129052,894041
442,오늘 술 한잔해요,지아 (Zia),오늘 술 한잔해요,발라드 / 가요,카카오엔터테인먼트,722STUDIO,2020.07.03,257813,2555668
443,마지막 약속,김정민,4 LOVE,락 / 가요,뮤직앤뉴,다해이엔티,1995.10.01,250258,1728922
444,입영열차안에서,김민우,1집 사랑일뿐야,전체 / 가요,오감엔터테인먼트,,1990.01.01,192669,1130362
445,가식걸,씨스타 (Sistar),가식걸,댄스 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2010.08.25,558475,3902356
446,거문고야,송가인,몽(夢),트로트 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2020.12.26,13909,538532
447,내 생에 아름다운,케이윌 (K.Will),뷰티 인사이드 OST Part.4 (JTBC 월화드라마),드라마 / OST,뮤직앤뉴,"뮤직앤뉴, 스튜디오앤뉴",2018.10.23,2676175,66040306
448,D-Day,정기고 (Junggigo),내 아이디는 강남미인 OST Part.5 (JTBC 금토드라마),드라마 / OST,워너뮤직,withHC,2018.08.24,146870,1703255
449,STAY THE NIGHT (Feat. DeVita),GRAY (그레이),STAY THE NIGHT (취향저격 그녀 X GRAY),랩/힙합 / 가요,카카오엔터테인먼트,"TOON STUDIO, 느을",2020.08.12,221816,2293531
450,나는... (Feat. Ivy),MC몽,Humanimal Repackage,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",M.A. Wild Dog,2009.10.06,281615,4293628
451,봄처럼,김보경 (NEON),봄처럼,전체 / 가요,Sony Music,Sony Music,2011.03.16,24785,263800
452,화 (Feat. 진실 of Mad Soul Child) (Fire),매드 클라운 (Mad Clown),Piece Of Mine,랩/힙합 / 가요,카카오엔터테인먼트,(주)스타쉽 엑스,2015.01.09,1096766,18114436
453,기억해...사랑해… (Remastered 2021),플라워 (Flower),Flower Tunes (Remastered 2021),락 / 가요,3.14,EM컴퍼니,2021.02.04,1586,8392
454,기대해,걸스데이 (Girl's Day),기대,댄스 / 가요,㈜인터파크,㈜인터파크,2013.03.14,662589,6306045
455,Good Good Time,코요태,GOOD GOOD HAN KOYOTE (굿굿한 코요태),댄스 / 가요,카카오엔터테인먼트,PK미디어,2011.08.19,21030,130748
456,Couple Song (Feat. Kelley),라디 (Ra. D),Realcollabo,R&B/소울 / 가요,"지니뮤직, Stone Music Entertainment",리얼콜라보,2008.12.12,238564,1561353
457,보고싶어,걸스데이 (Girl's Day),보고싶어,발라드 / 가요,㈜인터파크,㈜인터파크,2014.10.15,404435,4811541
458,니가 참 좋아 (Prod. by 박근태),10CM,니가 참 좋아,댄스 / 가요,"지니뮤직, Stone Music Entertainment",미스틱엔터테인먼트,2016.06.16,867641,8625290
459,하고싶은 말,김태우,김태우 Solo Special Album,발라드 / 가요,카카오엔터테인먼트,소울샵엔터테인먼트,2006.10.26,482233,4307825
460,Hello Bubble,걸스데이 (Girl's Day),Hello Bubble,댄스 / 가요,㈜인터파크,㈜인터파크,2015.05.12,326625,2759199
461,No Make Up,Zion.T,No Make Up,R&B/소울 / 가요,"지니뮤직, Stone Music Entertainment",아메바컬쳐,2015.10.12,1552211,29115581
462,넘쳐흘러,엠씨더맥스 (M.C the MAX),Circular,발라드 / 가요,카카오엔터테인먼트,325 이엔씨,2019.01.02,2566901,69012776
463,눈물 내리는 날 (비),조트리오,첫 만찬,발라드 / 가요,조트리오,조트리오,2016.06.10,6245,57975
464,비정 (非情),김경호,Kyung-Ho Kim IV,락 / 가요,뮤직앤뉴,웰메이드예당,1999.04.01,207997,1565991
465,다시 만난 날,휘성 (Realslow),It's Real,R&B/소울 / 가요,YG PLUS,,2003.08.21,677853,5569885
466,파라다이스 (메인 테마),Various Artists,꽃보다 남자 OST,드라마 / OST,미러볼뮤직,다해이엔티,2009.01.08,349287,2268463
467,촌스럽게 왜 이래 (You Don't Know Love),케이윌 (K.Will),Will In FALL,발라드 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2013.10.18,608549,5643518
468,19금 집에 가지마,GD & TOP,GD & TOP 정규앨범 1집,랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2010.12.24,494437,5082107
469,넌 언제나 (디깅클럽서울 Ver.),데이브레이크 (DAYBREAK),온스테이지 디깅클럽서울 Part.05,발라드 / 가요,해피로봇 레코드,"네이버 문화재단, 스페이스오디티, 해피로봇 레코드",2018.12.15,95620,763750
470,바람고개,Various Artists,트롯 전국체전 FINAL,트로트 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2021.02.21,19613,226844
471,사뿐사뿐,AOA,사뿐사뿐,댄스 / 가요,카카오엔터테인먼트,FNC엔터테인먼트,2014.11.11,1128438,19281756
472,In The Club,2NE1,2NE1 1st Mini Album,댄스 / 가요,YG PLUS,(주)YG엔터테인먼트,2009.07.01,488696,4938522
473,아미가르 레스토랑,쎄쎄쎄,Se Se Se,전체 / 가요,RIAK,,1996.01.01,15506,140718
474,사랑해요,김범수,함부로 애틋하게 OST Part.9 (KBS2 수목드라마),드라마 / OST,카카오엔터테인먼트,"삼화네트웍스, iHQ, ㈜가지컨텐츠",2016.08.04,926344,14978981
475,화려한 날은 가고,유열,유열,발라드 / 가요,RIAK,,1988.06.12,8447,84614
476,Reason (Male Ver.),Various Artists,타짜OST,전체 / OST,지니뮤직,올리브나인,2008.10.01,34868,281624
477,화등,김수희,"화등, 키스",트로트 / 가요,RIAK,,2007.05.01,37540,551467
478,Sweet Dream (Andante),알렉스 (Alex),'Melody' Project Part 1,발라드 / 가요,지니뮤직,(주)지니뮤직,2010.03.18,1210,6860
479,한번만 안아줘,걸스데이 (Girl's Day),Everyday,댄스 / 가요,㈜인터파크,㈜인터파크,2011.07.07,271547,1743653
480,공일공 (010),이우,공일공 (010),발라드 / 가요,카카오엔터테인먼트,케이에이치컴퍼니,2018.11.23,407348,6789622
481,죄와벌(club mix),Various Artists,THE VOICES,전체 / 가요,오감엔터테인먼트,,2005.07.27,4073,17321
482,보란듯이 (Feat. 앤덥),손승연,보란듯이,R&B/소울 / 가요,"지니뮤직, Stone Music Entertainment",캐치팝 엔터테인먼트,2016.07.05,220700,3135635
483,The Romantic,투개월,The Romantic OST Part.1,전체 / OST,지니뮤직,Stone Music Entertainment,2012.02.10,166218,1054039
484,둘만 아는 말투 (Feat. Ra.D & Paloalto),제리케이 (Jerry.K),둘만 아는 말투,랩/힙합 / 가요,주식회사 루미넌트엔터테인먼트,DAZE ALIVE,2014.08.22,147463,1061931
485,Reset (Feat. 진실 of Mad Soul Child),타이거JK,후아유-학교 2015 OST Part 1 (KBS 월화드라마),드라마 / OST,"지니뮤직, Stone Music Entertainment","Stone Music Entertainment, 냠냠엔터테인먼트",2015.04.27,363090,4519527
486,모르시나요,다비치,아이리스Ⅱ OST Part 1 (KBS 수목드라마),드라마 / OST,지니뮤직,(주)태원엔터테인먼트,2013.02.13,863956,10170550
487,헤어졌다 만났다,다비치,Again,댄스 / 가요,㈜인터파크,㈜인터파크,2014.06.05,783536,7374767
488,흩어진 나날들,강수지,흩어진 나날들,발라드 / 가요,오감엔터테인먼트,,1991.05.01,120483,768936
489,Mazeltov,ZE:A (제국의아이들),Nativity (Single),댄스 / 가요,지니뮤직,스타제국,2010.01.07,185688,1213877
490,시퍼런 봄,쏜애플 (THORNAPPLE),이상기후,인디 / 가요,해피로봇 레코드,해피로봇레코드,2014.06.12,102361,1218134
491,처음 느껴본 이별 (Feat. 곽진언),정은지,공간,블루스/포크 / 가요,카카오엔터테인먼트,플랜에이 엔터테인먼트,2017.04.10,252321,1667632
492,오늘 밤 (Feat. 배치기),린 (LYn),Le Grand Bleu,발라드 / 가요,뮤직앤뉴,(주)뮤직앤뉴,2014.03.06,309106,1987176
493,유리 심장 (Feat. 용준형 Of 비스트),린 (LYn),LYn 8th #1 유리 심장,R&B/소울 / 가요,뮤직앤뉴,(주)뮤직앤뉴,2013.04.26,502305,5377111
494,Tears,이병헌,To Me,전체 / 가요,오감엔터테인먼트,도레미미디어,1999.07.30,18828,120614
495,아무런 말들도,백지영 & 옹성우,아무런 말들도,발라드 / 가요,카카오엔터테인먼트,트라이어스,2020.05.12,254673,2479720
496,다 생각나서,김민석 (멜로망스),cinema,인디 / 가요,카카오엔터테인먼트,"민트페이퍼, 광합성",2019.09.20,124175,701866
497,미친거니,바이브,Vibe In Praha,발라드 / 가요,뮤직앤뉴,태일런스미디어,2010.05.13,721562,8532367
498,한사람을 사랑하고 있어 (화사 & 휘인 (마마무)) (Prod. by 김현철),화사 (Hwa sa) & 휘인 (Whee In) & 김현철,Fe's 10th - Preview,발라드 / 가요,카카오엔터테인먼트,에프이엔터테인먼트,2019.05.23,85420,618973
499,연결고리 (Feat. MC Meta),ILLIONAIRE RECORDS,11:11,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",ILLIONAIRE RECORDS (일리네어 레코즈),2014.05.21,371636,4807461
500,뛰뛰빵빵,비투비,뛰뛰빵빵,댄스 / 가요,카카오엔터테인먼트,큐브 엔터테인먼트,2014.02.17,350783,3601478
501,너에게 닿기를 (I Wish),우주소녀,From. 우주소녀,댄스 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2017.01.04,542069,8843444
502,JUST U (Prod. by GroovyRoom),정세운,EVER,R&B/소울 / 가요,카카오엔터테인먼트,스타쉽 엔터테인먼트,2017.08.31,649995,8105940
503,Lonely,윤하 (YOUNHA),STABLE MINDSET,발라드 / 가요,카카오엔터테인먼트,C9엔터테인먼트(얼라이브),2019.07.02,118131,1230445
504,그남자,Various Artists,시크릿 가든 OST Part.5 (SBS 주말드라마),드라마 / OST,카카오엔터테인먼트,JS MUSIC,2011.01.07,364742,2473588
505,투게더,DJ DOC,풍류,랩/힙합 / 가요,NHN벅스,쇼글로브,2010.07.29,77700,768423
506,너만 봐 (Feat. The Channels),정유지 (유지),너만 봐,R&B/소울 / 가요,카카오엔터테인먼트,YNB Entertainment (와이앤비엔터테인먼트),2015.02.17,82773,528832
507,Mr. Potter,다이아 (DIA),Spell,댄스 / 가요,㈜인터파크,MBK엔터테인먼트,2016.09.13,98554,1003557
508,꿈처럼 내린,다비치,뷰티 인사이드 OST Part.3 (JTBC 월화드라마),드라마 / OST,뮤직앤뉴,"뮤직앤뉴, 스튜디오앤뉴",2018.10.16,1571229,25214804
509,불꽃처럼,JBJ95,SPARK,댄스 / 가요,"지니뮤직, Stone Music Entertainment",스타로드엔터테인먼트,2019.08.06,29289,537746
510,그대가 내 안에 박혔다,황치열,그대가 내 안에 박혔다,발라드 / 가요,NHN벅스,하우엔터테인먼트,2018.11.20,741858,12727941
511,눈물이 주르륵,손담비,눈물이 주르륵,댄스 / 가요,NHN벅스,스카이뮤직,2012.11.12,110638,1009102
512,My Love,거미 (Gummy),더 킹 : 영원의 군주 OST Part 11 (SBS 금토드라마),드라마 / OST,"지니뮤직, Stone Music Entertainment","Stone Music Entertainment, 화앤담픽쳐스",2020.05.23,169828,1379226
513,진통제,티아라 & 더 씨야 & 파이브돌스 & 스피드,Tears Of Mind,발라드 / 가요,㈜인터파크,㈜인터파크,2013.06.10,61053,765027
514,그 남잔 말야,엠씨더맥스 (M.C the MAX),냄새를 보는 소녀 OST Part.5 (SBS 수목드라마),드라마 / OST,카카오엔터테인먼트,(주)도너츠컬처,2015.04.23,1363655,23885616
515,사실은,한해 & 양다일,연애포차 OST Part.1 (플레이리스트 웹드라마),드라마 / OST,3.14,스페이스오디티,2018.04.04,92001,694489
516,행복,소란 (SORAN),Share,인디 / 가요,카카오엔터테인먼트,해피로봇레코드,2018.12.06,209932,1700765
517,내머리가나빠서 (SS501),Various Artists,인기가요 스페셜,전체 / 가요,(주)킹덤엔터테인먼트,킹덤엔터테인먼트,2011.02.24,2890,9133
518,가끔 이러다,펀치 (Punch),가끔 이러다,R&B/소울 / 가요,카카오엔터테인먼트,냠냠엔터테인먼트,2019.09.18,1481113,21988352
519,HOT PINK,EXID,HOT PINK,댄스 / 가요,Sony Music,바나나컬쳐,2015.11.18,922892,13942083
520,일기장,이승철,일기장,발라드 / 가요,카카오엔터테인먼트,"브레이브 엔터테인먼트, 진앤원뮤직웍스",2016.04.07,155729,961306
521,WE LIKE 2 PARTY,BIGBANG,A,랩/힙합 / 가요,YG PLUS,(주)YG엔터테인먼트,2015.06.01,1110941,16124597
522,Let Me Dance,렉시 (Lexy),Lexury,전체 / 가요,YG PLUS,,2003.10.07,246278,1552431
523,회룡포,Various Artists,트롯 전국체전 PART.2,트로트 / 가요,카카오엔터테인먼트,포켓돌 스튜디오,2020.12.13,9498,122960
524,독기,리쌍 (Leessang),AsuRa BalBalTa,랩/힙합 / 가요,Dreamus,㈜정글 엔터테인먼트,2011.08.25,299027,3118182
525,"Indian Boy (Feat. 장근이, B.I)",MC몽,Humanimal,랩/힙합 / 가요,"지니뮤직, Stone Music Entertainment",M.A. Wild Dog,2009.07.23,308545,2386898
